"Country or Area","Year(s)","Variant","Value"
"Norway","2026","No change","5673.923"
"Norway","2026","Momentum","5576.678"
"Norway","2025","Medium","5651.101"
"Norway","2025","High","5696.413"
"Norway","2025","Low","5605.791"
"Norway","2025","Constant fertility","5647.496"
"Norway","2025","Instant replacement","5718.185"
"Norway","2025","Zero migration","5503.232"
"Norway","2025","Constant mortality","5637.171"
"Norway","2025","No change","5633.567"
"Norway","2025","Momentum","5554.906"
"Norway","2024","Medium","5604.81"
"Norway","2024","High","5638.499"
"Norway","2024","Low","5571.54"
"Norway","2024","Constant fertility","5602.383"
"Norway","2024","Instant replacement","5656.832"
"Norway","2024","Zero migration","5487.968"
"Norway","2024","Constant mortality","5595.023"
"Norway","2024","No change","5592.38"
"Norway","2024","Momentum","5532.264"
"Norway","2023","Medium","5558.028"
"Norway","2023","High","5581.661"
"Norway","2023","Low","5536.04"
"Norway","2023","Constant fertility","5557.07"
"Norway","2023","Instant replacement","5594.371"
"Norway","2023","Zero migration","5471.994"
"Norway","2023","Constant mortality","5552.251"
"Norway","2023","No change","5550.449"
"Norway","2023","Momentum","5508.404"
"Norway","2022","Medium","5511.37"
"Norway","2022","High","5526.225"
"Norway","2022","Low","5499.233"
"Norway","2022","Constant fertility","5511.678"
"Norway","2022","Instant replacement","5532.729"
"Norway","2022","Zero migration","5455.435"
"Norway","2022","Constant mortality","5508.953"
"Norway","2022","No change","5507.887"
"Norway","2022","Momentum","5482.574"
"Norway","2021","Medium","5465.63"
"Norway","2021","High","5472.599"
"Norway","2021","Low","5461.01"
"Norway","2021","Constant fertility","5466.354"
"Norway","2021","Instant replacement","5474.474"
"Norway","2021","Zero migration","5438.466"
"Norway","2021","Constant mortality","5465.248"
"Norway","2021","No change","5464.776"
"Norway","2021","Momentum","5453.78"
"Norway","2020","Medium","5421.241"
"Norway","2020","High","5421.241"
"Norway","2020","Low","5421.241"
"Norway","2020","Constant fertility","5421.241"
"Norway","2020","Instant replacement","5421.241"
"Norway","2020","Zero migration","5421.241"
"Norway","2020","Constant mortality","5421.241"
"Norway","2020","No change","5421.241"
"Norway","2020","Momentum","5421.241"
"Norway","2019","Medium","5378.857"
"Norway","2019","High","5378.857"
"Norway","2019","Low","5378.857"
"Norway","2019","Constant fertility","5378.857"
"Norway","2019","Instant replacement","5378.857"
"Norway","2019","Zero migration","5378.857"
"Norway","2019","Constant mortality","5378.857"
"Norway","2019","No change","5378.857"
"Norway","2019","Momentum","5378.857"
"Norway","2018","Medium","5337.962"
"Norway","2018","High","5337.962"
"Norway","2018","Low","5337.962"
"Norway","2018","Constant fertility","5337.962"
"Norway","2018","Instant replacement","5337.962"
"Norway","2018","Zero migration","5337.962"
"Norway","2018","Constant mortality","5337.962"
"Norway","2018","No change","5337.962"
"Norway","2018","Momentum","5337.962"
"Norway","2017","Medium","5296.326"
"Norway","2017","High","5296.326"
"Norway","2017","Low","5296.326"
"Norway","2017","Constant fertility","5296.326"
"Norway","2017","Instant replacement","5296.326"
"Norway","2017","Zero migration","5296.326"
"Norway","2017","Constant mortality","5296.326"
"Norway","2017","No change","5296.326"
"Norway","2017","Momentum","5296.326"
"Norway","2016","Medium","5250.949"
"Norway","2016","High","5250.949"
"Norway","2016","Low","5250.949"
"Norway","2016","Constant fertility","5250.949"
"Norway","2016","Instant replacement","5250.949"
"Norway","2016","Zero migration","5250.949"
"Norway","2016","Constant mortality","5250.949"
"Norway","2016","No change","5250.949"
"Norway","2016","Momentum","5250.949"
"Norway","2015","Medium","5199.836"
"Norway","2015","High","5199.836"
"Norway","2015","Low","5199.836"
"Norway","2015","Constant fertility","5199.836"
"Norway","2015","Instant replacement","5199.836"
"Norway","2015","Zero migration","5199.836"
"Norway","2015","Constant mortality","5199.836"
"Norway","2015","No change","5199.836"
"Norway","2015","Momentum","5199.836"
"Norway","2014","Medium","5142.265"
"Norway","2014","High","5142.265"
"Norway","2014","Low","5142.265"
"Norway","2014","Constant fertility","5142.265"
"Norway","2014","Instant replacement","5142.265"
"Norway","2014","Zero migration","5142.265"
"Norway","2014","Constant mortality","5142.265"
"Norway","2014","No change","5142.265"
"Norway","2014","Momentum","5142.265"
"Norway","2013","Medium","5079.455"
"Norway","2013","High","5079.455"
"Norway","2013","Low","5079.455"
"Norway","2013","Constant fertility","5079.455"
"Norway","2013","Instant replacement","5079.455"
"Norway","2013","Zero migration","5079.455"
"Norway","2013","Constant mortality","5079.455"
"Norway","2013","No change","5079.455"
"Norway","2013","Momentum","5079.455"
"Norway","2012","Medium","5013.709"
"Norway","2012","High","5013.709"
"Norway","2012","Low","5013.709"
"Norway","2012","Constant fertility","5013.709"
"Norway","2012","Instant replacement","5013.709"
"Norway","2012","Zero migration","5013.709"
"Norway","2012","Constant mortality","5013.709"
"Norway","2012","No change","5013.709"
"Norway","2012","Momentum","5013.709"
"Norway","2011","Medium","4948.33"
"Norway","2011","High","4948.33"
"Norway","2011","Low","4948.33"
"Norway","2011","Constant fertility","4948.33"
"Norway","2011","Instant replacement","4948.33"
"Norway","2011","Zero migration","4948.33"
"Norway","2011","Constant mortality","4948.33"
"Norway","2011","No change","4948.33"
"Norway","2011","Momentum","4948.33"
"Norway","2010","Medium","4885.878"
"Norway","2010","High","4885.878"
"Norway","2010","Low","4885.878"
"Norway","2010","Constant fertility","4885.878"
"Norway","2010","Instant replacement","4885.878"
"Norway","2010","Zero migration","4885.878"
"Norway","2010","Constant mortality","4885.878"
"Norway","2010","No change","4885.878"
"Norway","2010","Momentum","4885.878"
"Norway","2009","Medium","4826.848"
"Norway","2009","High","4826.848"
"Norway","2009","Low","4826.848"
"Norway","2009","Constant fertility","4826.848"
"Norway","2009","Instant replacement","4826.848"
"Norway","2009","Zero migration","4826.848"
"Norway","2009","Constant mortality","4826.848"
"Norway","2009","No change","4826.848"
"Norway","2009","Momentum","4826.848"
"Norway","2008","Medium","4771.019"
"Norway","2008","High","4771.019"
"Norway","2008","Low","4771.019"
"Norway","2008","Constant fertility","4771.019"
"Norway","2008","Instant replacement","4771.019"
"Norway","2008","Zero migration","4771.019"
"Norway","2008","Constant mortality","4771.019"
"Norway","2008","No change","4771.019"
"Norway","2008","Momentum","4771.019"
"Norway","2007","Medium","4719.402"
"Norway","2007","High","4719.402"
"Norway","2007","Low","4719.402"
"Norway","2007","Constant fertility","4719.402"
"Norway","2007","Instant replacement","4719.402"
"Norway","2007","Zero migration","4719.402"
"Norway","2007","Constant mortality","4719.402"
"Norway","2007","No change","4719.402"
"Norway","2007","Momentum","4719.402"
"Norway","2006","Medium","4672.994"
"Norway","2006","High","4672.994"
"Norway","2006","Low","4672.994"
"Norway","2006","Constant fertility","4672.994"
"Norway","2006","Instant replacement","4672.994"
"Norway","2006","Zero migration","4672.994"
"Norway","2006","Constant mortality","4672.994"
"Norway","2006","No change","4672.994"
"Norway","2006","Momentum","4672.994"
"Norway","2005","Medium","4632.364"
"Norway","2005","High","4632.364"
"Norway","2005","Low","4632.364"
"Norway","2005","Constant fertility","4632.364"
"Norway","2005","Instant replacement","4632.364"
"Norway","2005","Zero migration","4632.364"
"Norway","2005","Constant mortality","4632.364"
"Norway","2005","No change","4632.364"
"Norway","2005","Momentum","4632.364"
"Norway","2004","Medium","4598.214"
"Norway","2004","High","4598.214"
"Norway","2004","Low","4598.214"
"Norway","2004","Constant fertility","4598.214"
"Norway","2004","Instant replacement","4598.214"
"Norway","2004","Zero migration","4598.214"
"Norway","2004","Constant mortality","4598.214"
"Norway","2004","No change","4598.214"
"Norway","2004","Momentum","4598.214"
"Norway","2003","Medium","4570.106"
"Norway","2003","High","4570.106"
"Norway","2003","Low","4570.106"
"Norway","2003","Constant fertility","4570.106"
"Norway","2003","Instant replacement","4570.106"
"Norway","2003","Zero migration","4570.106"
"Norway","2003","Constant mortality","4570.106"
"Norway","2003","No change","4570.106"
"Norway","2003","Momentum","4570.106"
"Norway","2002","Medium","4546.019"
"Norway","2002","High","4546.019"
"Norway","2002","Low","4546.019"
"Norway","2002","Constant fertility","4546.019"
"Norway","2002","Instant replacement","4546.019"
"Norway","2002","Zero migration","4546.019"
"Norway","2002","Constant mortality","4546.019"
"Norway","2002","No change","4546.019"
"Norway","2002","Momentum","4546.019"
"Norway","2001","Medium","4523.145"
"Norway","2001","High","4523.145"
"Norway","2001","Low","4523.145"
"Norway","2001","Constant fertility","4523.145"
"Norway","2001","Instant replacement","4523.145"
"Norway","2001","Zero migration","4523.145"
"Norway","2001","Constant mortality","4523.145"
"Norway","2001","No change","4523.145"
"Norway","2001","Momentum","4523.145"
"Norway","2000","Medium","4499.367"
"Norway","2000","High","4499.367"
"Norway","2000","Low","4499.367"
"Norway","2000","Constant fertility","4499.367"
"Norway","2000","Instant replacement","4499.367"
"Norway","2000","Zero migration","4499.367"
"Norway","2000","Constant mortality","4499.367"
"Norway","2000","No change","4499.367"
"Norway","2000","Momentum","4499.367"
"Norway","1999","Medium","4474.004"
"Norway","1999","High","4474.004"
"Norway","1999","Low","4474.004"
"Norway","1999","Constant fertility","4474.004"
"Norway","1999","Instant replacement","4474.004"
"Norway","1999","Zero migration","4474.004"
"Norway","1999","Constant mortality","4474.004"
"Norway","1999","No change","4474.004"
"Norway","1999","Momentum","4474.004"
"Norway","1998","Medium","4447.486"
"Norway","1998","High","4447.486"
"Norway","1998","Low","4447.486"
"Norway","1998","Constant fertility","4447.486"
"Norway","1998","Instant replacement","4447.486"
"Norway","1998","Zero migration","4447.486"
"Norway","1998","Constant mortality","4447.486"
"Norway","1998","No change","4447.486"
"Norway","1998","Momentum","4447.486"
"Norway","1997","Medium","4420.262"
"Norway","1997","High","4420.262"
"Norway","1997","Low","4420.262"
"Norway","1997","Constant fertility","4420.262"
"Norway","1997","Instant replacement","4420.262"
"Norway","1997","Zero migration","4420.262"
"Norway","1997","Constant mortality","4420.262"
"Norway","1997","No change","4420.262"
"Norway","1997","Momentum","4420.262"
"Norway","1996","Medium","4393.209"
"Norway","1996","High","4393.209"
"Norway","1996","Low","4393.209"
"Norway","1996","Constant fertility","4393.209"
"Norway","1996","Instant replacement","4393.209"
"Norway","1996","Zero migration","4393.209"
"Norway","1996","Constant mortality","4393.209"
"Norway","1996","No change","4393.209"
"Norway","1996","Momentum","4393.209"
"Norway","1995","Medium","4366.995"
"Norway","1995","High","4366.995"
"Norway","1995","Low","4366.995"
"Norway","1995","Constant fertility","4366.995"
"Norway","1995","Instant replacement","4366.995"
"Norway","1995","Zero migration","4366.995"
"Norway","1995","Constant mortality","4366.995"
"Norway","1995","No change","4366.995"
"Norway","1995","Momentum","4366.995"
"Norway","1994","Medium","4341.615"
"Norway","1994","High","4341.615"
"Norway","1994","Low","4341.615"
"Norway","1994","Constant fertility","4341.615"
"Norway","1994","Instant replacement","4341.615"
"Norway","1994","Zero migration","4341.615"
"Norway","1994","Constant mortality","4341.615"
"Norway","1994","No change","4341.615"
"Norway","1994","Momentum","4341.615"
"Norway","1993","Medium","4316.788"
"Norway","1993","High","4316.788"
"Norway","1993","Low","4316.788"
"Norway","1993","Constant fertility","4316.788"
"Norway","1993","Instant replacement","4316.788"
"Norway","1993","Zero migration","4316.788"
"Norway","1993","Constant mortality","4316.788"
"Norway","1993","No change","4316.788"
"Norway","1993","Momentum","4316.788"
"Norway","1992","Medium","4292.683"
"Norway","1992","High","4292.683"
"Norway","1992","Low","4292.683"
"Norway","1992","Constant fertility","4292.683"
"Norway","1992","Instant replacement","4292.683"
"Norway","1992","Zero migration","4292.683"
"Norway","1992","Constant mortality","4292.683"
"Norway","1992","No change","4292.683"
"Norway","1992","Momentum","4292.683"
"Norway","1991","Medium","4269.471"
"Norway","1991","High","4269.471"
"Norway","1991","Low","4269.471"
"Norway","1991","Constant fertility","4269.471"
"Norway","1991","Instant replacement","4269.471"
"Norway","1991","Zero migration","4269.471"
"Norway","1991","Constant mortality","4269.471"
"Norway","1991","No change","4269.471"
"Norway","1991","Momentum","4269.471"
"Norway","1990","Medium","4247.285"
"Norway","1990","High","4247.285"
"Norway","1990","Low","4247.285"
"Norway","1990","Constant fertility","4247.285"
"Norway","1990","Instant replacement","4247.285"
"Norway","1990","Zero migration","4247.285"
"Norway","1990","Constant mortality","4247.285"
"Norway","1990","No change","4247.285"
"Norway","1990","Momentum","4247.285"
"Norway","1989","Medium","4226.122"
"Norway","1989","High","4226.122"
"Norway","1989","Low","4226.122"
"Norway","1989","Constant fertility","4226.122"
"Norway","1989","Instant replacement","4226.122"
"Norway","1989","Zero migration","4226.122"
"Norway","1989","Constant mortality","4226.122"
"Norway","1989","No change","4226.122"
"Norway","1989","Momentum","4226.122"
"Norway","1988","Medium","4205.966"
"Norway","1988","High","4205.966"
"Norway","1988","Low","4205.966"
"Norway","1988","Constant fertility","4205.966"
"Norway","1988","Instant replacement","4205.966"
"Norway","1988","Zero migration","4205.966"
"Norway","1988","Constant mortality","4205.966"
"Norway","1988","No change","4205.966"
"Norway","1988","Momentum","4205.966"
"Norway","1987","Medium","4186.968"
"Norway","1987","High","4186.968"
"Norway","1987","Low","4186.968"
"Norway","1987","Constant fertility","4186.968"
"Norway","1987","Instant replacement","4186.968"
"Norway","1987","Zero migration","4186.968"
"Norway","1987","Constant mortality","4186.968"
"Norway","1987","No change","4186.968"
"Norway","1987","Momentum","4186.968"
"Norway","1986","Medium","4169.322"
"Norway","1986","High","4169.322"
"Norway","1986","Low","4169.322"
"Norway","1986","Constant fertility","4169.322"
"Norway","1986","Instant replacement","4169.322"
"Norway","1986","Zero migration","4169.322"
"Norway","1986","Constant mortality","4169.322"
"Norway","1986","No change","4169.322"
"Norway","1986","Momentum","4169.322"
"Norway","1985","Medium","4153.105"
"Norway","1985","High","4153.105"
"Norway","1985","Low","4153.105"
"Norway","1985","Constant fertility","4153.105"
"Norway","1985","Instant replacement","4153.105"
"Norway","1985","Zero migration","4153.105"
"Norway","1985","Constant mortality","4153.105"
"Norway","1985","No change","4153.105"
"Norway","1985","Momentum","4153.105"
"Norway","1984","Medium","4138.268"
"Norway","1984","High","4138.268"
"Norway","1984","Low","4138.268"
"Norway","1984","Constant fertility","4138.268"
"Norway","1984","Instant replacement","4138.268"
"Norway","1984","Zero migration","4138.268"
"Norway","1984","Constant mortality","4138.268"
"Norway","1984","No change","4138.268"
"Norway","1984","Momentum","4138.268"
"Norway","1983","Medium","4124.585"
"Norway","1983","High","4124.585"
"Norway","1983","Low","4124.585"
"Norway","1983","Constant fertility","4124.585"
"Norway","1983","Instant replacement","4124.585"
"Norway","1983","Zero migration","4124.585"
"Norway","1983","Constant mortality","4124.585"
"Norway","1983","No change","4124.585"
"Norway","1983","Momentum","4124.585"
"Norway","1982","Medium","4111.657"
"Norway","1982","High","4111.657"
"Norway","1982","Low","4111.657"
"Norway","1982","Constant fertility","4111.657"
"Norway","1982","Instant replacement","4111.657"
"Norway","1982","Zero migration","4111.657"
"Norway","1982","Constant mortality","4111.657"
"Norway","1982","No change","4111.657"
"Norway","1982","Momentum","4111.657"
"Norway","1981","Medium","4098.973"
"Norway","1981","High","4098.973"
"Norway","1981","Low","4098.973"
"Norway","1981","Constant fertility","4098.973"
"Norway","1981","Instant replacement","4098.973"
"Norway","1981","Zero migration","4098.973"
"Norway","1981","Constant mortality","4098.973"
"Norway","1981","No change","4098.973"
"Norway","1981","Momentum","4098.973"
"Norway","1980","Medium","4086.076"
"Norway","1980","High","4086.076"
"Norway","1980","Low","4086.076"
"Norway","1980","Constant fertility","4086.076"
"Norway","1980","Instant replacement","4086.076"
"Norway","1980","Zero migration","4086.076"
"Norway","1980","Constant mortality","4086.076"
"Norway","1980","No change","4086.076"
"Norway","1980","Momentum","4086.076"
"Norway","1979","Medium","4072.868"
"Norway","1979","High","4072.868"
"Norway","1979","Low","4072.868"
"Norway","1979","Constant fertility","4072.868"
"Norway","1979","Instant replacement","4072.868"
"Norway","1979","Zero migration","4072.868"
"Norway","1979","Constant mortality","4072.868"
"Norway","1979","No change","4072.868"
"Norway","1979","Momentum","4072.868"
"Norway","1978","Medium","4059.183"
"Norway","1978","High","4059.183"
"Norway","1978","Low","4059.183"
"Norway","1978","Constant fertility","4059.183"
"Norway","1978","Instant replacement","4059.183"
"Norway","1978","Zero migration","4059.183"
"Norway","1978","Constant mortality","4059.183"
"Norway","1978","No change","4059.183"
"Norway","1978","Momentum","4059.183"
"Norway","1977","Medium","4044.33"
"Norway","1977","High","4044.33"
"Norway","1977","Low","4044.33"
"Norway","1977","Constant fertility","4044.33"
"Norway","1977","Instant replacement","4044.33"
"Norway","1977","Zero migration","4044.33"
"Norway","1977","Constant mortality","4044.33"
"Norway","1977","No change","4044.33"
"Norway","1977","Momentum","4044.33"
"Norway","1976","Medium","4027.475"
"Norway","1976","High","4027.475"
"Norway","1976","Low","4027.475"
"Norway","1976","Constant fertility","4027.475"
"Norway","1976","Instant replacement","4027.475"
"Norway","1976","Zero migration","4027.475"
"Norway","1976","Constant mortality","4027.475"
"Norway","1976","No change","4027.475"
"Norway","1976","Momentum","4027.475"
"Norway","1975","Medium","4008.031"
"Norway","1975","High","4008.031"
"Norway","1975","Low","4008.031"
"Norway","1975","Constant fertility","4008.031"
"Norway","1975","Instant replacement","4008.031"
"Norway","1975","Zero migration","4008.031"
"Norway","1975","Constant mortality","4008.031"
"Norway","1975","No change","4008.031"
"Norway","1975","Momentum","4008.031"
"Norway","1974","Medium","3985.741"
"Norway","1974","High","3985.741"
"Norway","1974","Low","3985.741"
"Norway","1974","Constant fertility","3985.741"
"Norway","1974","Instant replacement","3985.741"
"Norway","1974","Zero migration","3985.741"
"Norway","1974","Constant mortality","3985.741"
"Norway","1974","No change","3985.741"
"Norway","1974","Momentum","3985.741"
"Norway","1973","Medium","3960.802"
"Norway","1973","High","3960.802"
"Norway","1973","Low","3960.802"
"Norway","1973","Constant fertility","3960.802"
"Norway","1973","Instant replacement","3960.802"
"Norway","1973","Zero migration","3960.802"
"Norway","1973","Constant mortality","3960.802"
"Norway","1973","No change","3960.802"
"Norway","1973","Momentum","3960.802"
"Norway","1972","Medium","3933.725"
"Norway","1972","High","3933.725"
"Norway","1972","Low","3933.725"
"Norway","1972","Constant fertility","3933.725"
"Norway","1972","Instant replacement","3933.725"
"Norway","1972","Zero migration","3933.725"
"Norway","1972","Constant mortality","3933.725"
"Norway","1972","No change","3933.725"
"Norway","1972","Momentum","3933.725"
"Norway","1971","Medium","3905.269"
"Norway","1971","High","3905.269"
"Norway","1971","Low","3905.269"
"Norway","1971","Constant fertility","3905.269"
"Norway","1971","Instant replacement","3905.269"
"Norway","1971","Zero migration","3905.269"
"Norway","1971","Constant mortality","3905.269"
"Norway","1971","No change","3905.269"
"Norway","1971","Momentum","3905.269"
"Norway","1970","Medium","3876.06"
"Norway","1970","High","3876.06"
"Norway","1970","Low","3876.06"
"Norway","1970","Constant fertility","3876.06"
"Norway","1970","Instant replacement","3876.06"
"Norway","1970","Zero migration","3876.06"
"Norway","1970","Constant mortality","3876.06"
"Norway","1970","No change","3876.06"
"Norway","1970","Momentum","3876.06"
"Norway","1969","Medium","3846.184"
"Norway","1969","High","3846.184"
"Norway","1969","Low","3846.184"
"Norway","1969","Constant fertility","3846.184"
"Norway","1969","Instant replacement","3846.184"
"Norway","1969","Zero migration","3846.184"
"Norway","1969","Constant mortality","3846.184"
"Norway","1969","No change","3846.184"
"Norway","1969","Momentum","3846.184"
"Norway","1968","Medium","3815.637"
"Norway","1968","High","3815.637"
"Norway","1968","Low","3815.637"
"Norway","1968","Constant fertility","3815.637"
"Norway","1968","Instant replacement","3815.637"
"Norway","1968","Zero migration","3815.637"
"Norway","1968","Constant mortality","3815.637"
"Norway","1968","No change","3815.637"
"Norway","1968","Momentum","3815.637"
"Norway","1967","Medium","3784.868"
"Norway","1967","High","3784.868"
"Norway","1967","Low","3784.868"
"Norway","1967","Constant fertility","3784.868"
"Norway","1967","Instant replacement","3784.868"
"Norway","1967","Zero migration","3784.868"
"Norway","1967","Constant mortality","3784.868"
"Norway","1967","No change","3784.868"
"Norway","1967","Momentum","3784.868"
"Norway","1966","Medium","3754.362"
"Norway","1966","High","3754.362"
"Norway","1966","Low","3754.362"
"Norway","1966","Constant fertility","3754.362"
"Norway","1966","Instant replacement","3754.362"
"Norway","1966","Zero migration","3754.362"
"Norway","1966","Constant mortality","3754.362"
"Norway","1966","No change","3754.362"
"Norway","1966","Momentum","3754.362"
"Norway","1965","Medium","3724.463"
"Norway","1965","High","3724.463"
"Norway","1965","Low","3724.463"
"Norway","1965","Constant fertility","3724.463"
"Norway","1965","Instant replacement","3724.463"
"Norway","1965","Zero migration","3724.463"
"Norway","1965","Constant mortality","3724.463"
"Norway","1965","No change","3724.463"
"Norway","1965","Momentum","3724.463"
"Norway","1964","Medium","3695.408"
"Norway","1964","High","3695.408"
"Norway","1964","Low","3695.408"
"Norway","1964","Constant fertility","3695.408"
"Norway","1964","Instant replacement","3695.408"
"Norway","1964","Zero migration","3695.408"
"Norway","1964","Constant mortality","3695.408"
"Norway","1964","No change","3695.408"
"Norway","1964","Momentum","3695.408"
"Norway","1963","Medium","3667.113"
"Norway","1963","High","3667.113"
"Norway","1963","Low","3667.113"
"Norway","1963","Constant fertility","3667.113"
"Norway","1963","Instant replacement","3667.113"
"Norway","1963","Zero migration","3667.113"
"Norway","1963","Constant mortality","3667.113"
"Norway","1963","No change","3667.113"
"Norway","1963","Momentum","3667.113"
"Norway","1962","Medium","3639.21"
"Norway","1962","High","3639.21"
"Norway","1962","Low","3639.21"
"Norway","1962","Constant fertility","3639.21"
"Norway","1962","Instant replacement","3639.21"
"Norway","1962","Zero migration","3639.21"
"Norway","1962","Constant mortality","3639.21"
"Norway","1962","No change","3639.21"
"Norway","1962","Momentum","3639.21"
"Norway","1961","Medium","3611.146"
"Norway","1961","High","3611.146"
"Norway","1961","Low","3611.146"
"Norway","1961","Constant fertility","3611.146"
"Norway","1961","Instant replacement","3611.146"
"Norway","1961","Zero migration","3611.146"
"Norway","1961","Constant mortality","3611.146"
"Norway","1961","No change","3611.146"
"Norway","1961","Momentum","3611.146"
"Norway","1960","Medium","3582.507"
"Norway","1960","High","3582.507"
"Norway","1960","Low","3582.507"
"Norway","1960","Constant fertility","3582.507"
"Norway","1960","Instant replacement","3582.507"
"Norway","1960","Zero migration","3582.507"
"Norway","1960","Constant mortality","3582.507"
"Norway","1960","No change","3582.507"
"Norway","1960","Momentum","3582.507"
"Norway","1959","Medium","3553.129"
"Norway","1959","High","3553.129"
"Norway","1959","Low","3553.129"
"Norway","1959","Constant fertility","3553.129"
"Norway","1959","Instant replacement","3553.129"
"Norway","1959","Zero migration","3553.129"
"Norway","1959","Constant mortality","3553.129"
"Norway","1959","No change","3553.129"
"Norway","1959","Momentum","3553.129"
"Norway","1958","Medium","3523.048"
"Norway","1958","High","3523.048"
"Norway","1958","Low","3523.048"
"Norway","1958","Constant fertility","3523.048"
"Norway","1958","Instant replacement","3523.048"
"Norway","1958","Zero migration","3523.048"
"Norway","1958","Constant mortality","3523.048"
"Norway","1958","No change","3523.048"
"Norway","1958","Momentum","3523.048"
"Norway","1957","Medium","3492.447"
"Norway","1957","High","3492.447"
"Norway","1957","Low","3492.447"
"Norway","1957","Constant fertility","3492.447"
"Norway","1957","Instant replacement","3492.447"
"Norway","1957","Zero migration","3492.447"
"Norway","1957","Constant mortality","3492.447"
"Norway","1957","No change","3492.447"
"Norway","1957","Momentum","3492.447"
"Norway","1956","Medium","3461.51"
"Norway","1956","High","3461.51"
"Norway","1956","Low","3461.51"
"Norway","1956","Constant fertility","3461.51"
"Norway","1956","Instant replacement","3461.51"
"Norway","1956","Zero migration","3461.51"
"Norway","1956","Constant mortality","3461.51"
"Norway","1956","No change","3461.51"
"Norway","1956","Momentum","3461.51"
"Norway","1955","Medium","3430.34"
"Norway","1955","High","3430.34"
"Norway","1955","Low","3430.34"
"Norway","1955","Constant fertility","3430.34"
"Norway","1955","Instant replacement","3430.34"
"Norway","1955","Zero migration","3430.34"
"Norway","1955","Constant mortality","3430.34"
"Norway","1955","No change","3430.34"
"Norway","1955","Momentum","3430.34"
"Norway","1954","Medium","3398.905"
"Norway","1954","High","3398.905"
"Norway","1954","Low","3398.905"
"Norway","1954","Constant fertility","3398.905"
"Norway","1954","Instant replacement","3398.905"
"Norway","1954","Zero migration","3398.905"
"Norway","1954","Constant mortality","3398.905"
"Norway","1954","No change","3398.905"
"Norway","1954","Momentum","3398.905"
"Norway","1953","Medium","3367.055"
"Norway","1953","High","3367.055"
"Norway","1953","Low","3367.055"
"Norway","1953","Constant fertility","3367.055"
"Norway","1953","Instant replacement","3367.055"
"Norway","1953","Zero migration","3367.055"
"Norway","1953","Constant mortality","3367.055"
"Norway","1953","No change","3367.055"
"Norway","1953","Momentum","3367.055"
"Norway","1952","Medium","3334.478"
"Norway","1952","High","3334.478"
"Norway","1952","Low","3334.478"
"Norway","1952","Constant fertility","3334.478"
"Norway","1952","Instant replacement","3334.478"
"Norway","1952","Zero migration","3334.478"
"Norway","1952","Constant mortality","3334.478"
"Norway","1952","No change","3334.478"
"Norway","1952","Momentum","3334.478"
"Norway","1951","Medium","3300.752"
"Norway","1951","High","3300.752"
"Norway","1951","Low","3300.752"
"Norway","1951","Constant fertility","3300.752"
"Norway","1951","Instant replacement","3300.752"
"Norway","1951","Zero migration","3300.752"
"Norway","1951","Constant mortality","3300.752"
"Norway","1951","No change","3300.752"
"Norway","1951","Momentum","3300.752"
"Norway","1950","Medium","3265.273"
"Norway","1950","High","3265.273"
"Norway","1950","Low","3265.273"
"Norway","1950","Constant fertility","3265.273"
"Norway","1950","Instant replacement","3265.273"
"Norway","1950","Zero migration","3265.273"
"Norway","1950","Constant mortality","3265.273"
"Norway","1950","No change","3265.273"
"Norway","1950","Momentum","3265.273"
"Qatar","2100","Medium","4162.407"
"Qatar","2100","High","5360.588"
"Qatar","2100","Low","3261.687"
"Qatar","2100","Constant fertility","4777.964"
"Qatar","2100","Instant replacement","5259.184"
"Qatar","2100","Zero migration","1587.276"
"Qatar","2100","Constant mortality","3774.383"
"Qatar","2100","No change","4375.567"
"Qatar","2100","Momentum","2064.806"
"Qatar","2099","Medium","4158.711"
"Qatar","2099","High","5330.082"
"Qatar","2099","Low","3273.851"
"Qatar","2099","Constant fertility","4762.617"
"Qatar","2099","Instant replacement","5233.47"
"Qatar","2099","Zero migration","1600.45"
"Qatar","2099","Constant mortality","3772.962"
"Qatar","2099","No change","4363.65"
"Qatar","2099","Momentum","2066.616"
"Qatar","2098","Medium","4155.485"
"Qatar","2098","High","5300.278"
"Qatar","2098","Low","3286.469"
"Qatar","2098","Constant fertility","4747.771"
"Qatar","2098","Instant replacement","5208.327"
"Qatar","2098","Zero migration","1615.496"
"Qatar","2098","Constant mortality","3771.909"
"Qatar","2098","No change","4352.016"
"Qatar","2098","Momentum","2068.935"
"Qatar","2097","Medium","4152.696"
"Qatar","2097","High","5271.137"
"Qatar","2097","Low","3299.494"
"Qatar","2097","Constant fertility","4733.372"
"Qatar","2097","Instant replacement","5183.713"
"Qatar","2097","Zero migration","1632.385"
"Qatar","2097","Constant mortality","3771.224"
"Qatar","2097","No change","4340.709"
"Qatar","2097","Momentum","2071.844"
"Qatar","2096","Medium","4150.286"
"Qatar","2096","High","5242.622"
"Qatar","2096","Low","3312.85"
"Qatar","2096","Constant fertility","4719.385"
"Qatar","2096","Instant replacement","5159.572"
"Qatar","2096","Zero migration","1651.092"
"Qatar","2096","Constant mortality","3770.952"
"Qatar","2096","No change","4329.732"
"Qatar","2096","Momentum","2075.39"
"Qatar","2095","Medium","4148.194"
"Qatar","2095","High","5214.713"
"Qatar","2095","Low","3326.498"
"Qatar","2095","Constant fertility","4705.757"
"Qatar","2095","Instant replacement","5135.88"
"Qatar","2095","Zero migration","1671.623"
