"Country or Area","Year(s)","Variant","Value"
"Qatar","2095","Constant mortality","3771.069"
"Qatar","2095","No change","4319.1"
"Qatar","2095","Momentum","2079.664"
"Qatar","2094","Medium","4146.387"
"Qatar","2094","High","5187.368"
"Qatar","2094","Low","3340.382"
"Qatar","2094","Constant fertility","4692.458"
"Qatar","2094","Instant replacement","5112.6"
"Qatar","2094","Zero migration","1693.982"
"Qatar","2094","Constant mortality","3771.588"
"Qatar","2094","No change","4308.831"
"Qatar","2094","Momentum","2084.717"
"Qatar","2093","Medium","4144.841"
"Qatar","2093","High","5160.566"
"Qatar","2093","Low","3354.459"
"Qatar","2093","Constant fertility","4679.451"
"Qatar","2093","Instant replacement","5089.7"
"Qatar","2093","Zero migration","1718.21"
"Qatar","2093","Constant mortality","3772.494"
"Qatar","2093","No change","4298.931"
"Qatar","2093","Momentum","2090.612"
"Qatar","2092","Medium","4143.509"
"Qatar","2092","High","5134.261"
"Qatar","2092","Low","3368.688"
"Qatar","2092","Constant fertility","4666.715"
"Qatar","2092","Instant replacement","5067.162"
"Qatar","2092","Zero migration","1744.343"
"Qatar","2092","Constant mortality","3773.79"
"Qatar","2092","No change","4289.411"
"Qatar","2092","Momentum","2097.447"
"Qatar","2091","Medium","4142.349"
"Qatar","2091","High","5108.442"
"Qatar","2091","Low","3383.03"
"Qatar","2091","Constant fertility","4654.227"
"Qatar","2091","Instant replacement","5044.971"
"Qatar","2091","Zero migration","1772.431"
"Qatar","2091","Constant mortality","3775.465"
"Qatar","2091","No change","4280.275"
"Qatar","2091","Momentum","2105.267"
"Qatar","2090","Medium","4141.336"
"Qatar","2090","High","5083.073"
"Qatar","2090","Low","3397.445"
"Qatar","2090","Constant fertility","4641.96"
"Qatar","2090","Instant replacement","5023.093"
"Qatar","2090","Zero migration","1802.479"
"Qatar","2090","Constant mortality","3777.496"
"Qatar","2090","No change","4271.512"
"Qatar","2090","Momentum","2114.138"
"Qatar","2089","Medium","4140.431"
"Qatar","2089","High","5058.114"
"Qatar","2089","Low","3411.901"
"Qatar","2089","Constant fertility","4629.877"
"Qatar","2089","Instant replacement","5001.501"
"Qatar","2089","Zero migration","1834.462"
"Qatar","2089","Constant mortality","3779.864"
"Qatar","2089","No change","4263.131"
"Qatar","2089","Momentum","2124.142"
"Qatar","2088","Medium","4139.592"
"Qatar","2088","High","5033.544"
"Qatar","2088","Low","3426.343"
"Qatar","2088","Constant fertility","4617.94"
"Qatar","2088","Instant replacement","4980.17"
"Qatar","2088","Zero migration","1868.27"
"Qatar","2088","Constant mortality","3782.568"
"Qatar","2088","No change","4255.116"
"Qatar","2088","Momentum","2135.305"
"Qatar","2087","Medium","4138.762"
"Qatar","2087","High","5009.309"
"Qatar","2087","Low","3440.707"
"Qatar","2087","Constant fertility","4606.1"
"Qatar","2087","Instant replacement","4959.033"
"Qatar","2087","Zero migration","1903.697"
"Qatar","2087","Constant mortality","3785.593"
"Qatar","2087","No change","4247.455"
"Qatar","2087","Momentum","2147.659"
"Qatar","2086","Medium","4137.9"
"Qatar","2086","High","4985.381"
"Qatar","2086","Low","3454.933"
"Qatar","2086","Constant fertility","4594.284"
"Qatar","2086","Instant replacement","4938.057"
"Qatar","2086","Zero migration","1940.482"
"Qatar","2086","Constant mortality","3788.905"
"Qatar","2086","No change","4240.136"
"Qatar","2086","Momentum","2161.247"
"Qatar","2085","Medium","4136.929"
"Qatar","2085","High","4961.717"
"Qatar","2085","Low","3468.96"
"Qatar","2085","Constant fertility","4582.459"
"Qatar","2085","Instant replacement","4917.178"
"Qatar","2085","Zero migration","1978.395"
"Qatar","2085","Constant mortality","3792.495"
"Qatar","2085","No change","4233.128"
"Qatar","2085","Momentum","2176.096"
"Qatar","2084","Medium","4135.842"
"Qatar","2084","High","4938.285"
"Qatar","2084","Low","3482.744"
"Qatar","2084","Constant fertility","4570.571"
"Qatar","2084","Instant replacement","4896.384"
"Qatar","2084","Zero migration","2017.311"
"Qatar","2084","Constant mortality","3796.333"
"Qatar","2084","No change","4226.424"
"Qatar","2084","Momentum","2192.223"
"Qatar","2083","Medium","4134.613"
"Qatar","2083","High","4915.061"
"Qatar","2083","Low","3496.255"
"Qatar","2083","Constant fertility","4558.6"
"Qatar","2083","Instant replacement","4875.635"
"Qatar","2083","Zero migration","2057.12"
"Qatar","2083","Constant mortality","3800.384"
"Qatar","2083","No change","4219.999"
"Qatar","2083","Momentum","2209.679"
"Qatar","2082","Medium","4133.162"
"Qatar","2082","High","4891.998"
"Qatar","2082","Low","3509.442"
"Qatar","2082","Constant fertility","4546.508"
"Qatar","2082","Instant replacement","4854.91"
"Qatar","2082","Zero migration","2097.649"
"Qatar","2082","Constant mortality","3804.622"
"Qatar","2082","No change","4213.808"
"Qatar","2082","Momentum","2228.521"
"Qatar","2081","Medium","4131.474"
"Qatar","2081","High","4869.046"
"Qatar","2081","Low","3522.27"
"Qatar","2081","Constant fertility","4534.262"
"Qatar","2081","Instant replacement","4834.172"
"Qatar","2081","Zero migration","2138.709"
"Qatar","2081","Constant mortality","3808.985"
"Qatar","2081","No change","4207.83"
"Qatar","2081","Momentum","2248.815"
"Qatar","2080","Medium","4129.503"
"Qatar","2080","High","4846.167"
"Qatar","2080","Low","3534.697"
"Qatar","2080","Constant fertility","4521.841"
"Qatar","2080","Instant replacement","4813.412"
"Qatar","2080","Zero migration","2180.132"
"Qatar","2080","Constant mortality","3813.433"
"Qatar","2080","No change","4202.025"
"Qatar","2080","Momentum","2270.598"
"Qatar","2079","Medium","4127.217"
"Qatar","2079","High","4823.322"
"Qatar","2079","Low","3546.688"
"Qatar","2079","Constant fertility","4509.202"
"Qatar","2079","Instant replacement","4792.578"
"Qatar","2079","Zero migration","2221.766"
"Qatar","2079","Constant mortality","3817.922"
"Qatar","2079","No change","4196.359"
"Qatar","2079","Momentum","2293.884"
"Qatar","2078","Medium","4124.596"
"Qatar","2078","High","4800.487"
"Qatar","2078","Low","3558.225"
"Qatar","2078","Constant fertility","4496.341"
"Qatar","2078","Instant replacement","4771.669"
"Qatar","2078","Zero migration","2263.503"
"Qatar","2078","Constant mortality","3822.417"
"Qatar","2078","No change","4190.794"
"Qatar","2078","Momentum","2318.661"
"Qatar","2077","Medium","4121.647"
"Qatar","2077","High","4777.653"
"Qatar","2077","Low","3569.307"
"Qatar","2077","Constant fertility","4483.237"
"Qatar","2077","Instant replacement","4750.674"
"Qatar","2077","Zero migration","2305.268"
"Qatar","2077","Constant mortality","3826.884"
"Qatar","2077","No change","4185.291"
"Qatar","2077","Momentum","2344.964"
"Qatar","2076","Medium","4118.381"
"Qatar","2076","High","4754.837"
"Qatar","2076","Low","3579.944"
"Qatar","2076","Constant fertility","4469.91"
"Qatar","2076","Instant replacement","4729.594"
"Qatar","2076","Zero migration","2346.956"
"Qatar","2076","Constant mortality","3831.276"
"Qatar","2076","No change","4179.783"
"Qatar","2076","Momentum","2372.854"
"Qatar","2075","Medium","4114.803"
"Qatar","2075","High","4732.014"
"Qatar","2075","Low","3590.16"
"Qatar","2075","Constant fertility","4456.364"
"Qatar","2075","Instant replacement","4708.431"
"Qatar","2075","Zero migration","2388.51"
"Qatar","2075","Constant mortality","3835.546"
"Qatar","2075","No change","4174.245"
"Qatar","2075","Momentum","2402.324"
"Qatar","2074","Medium","4110.892"
"Qatar","2074","High","4709.167"
"Qatar","2074","Low","3599.928"
"Qatar","2074","Constant fertility","4442.573"
"Qatar","2074","Instant replacement","4687.17"
"Qatar","2074","Zero migration","2429.803"
"Qatar","2074","Constant mortality","3839.655"
"Qatar","2074","No change","4168.626"
"Qatar","2074","Momentum","2433.315"
"Qatar","2073","Medium","4106.627"
"Qatar","2073","High","4686.263"
"Qatar","2073","Low","3609.218"
"Qatar","2073","Constant fertility","4428.517"
"Qatar","2073","Instant replacement","4665.768"
"Qatar","2073","Zero migration","2470.737"
"Qatar","2073","Constant mortality","3843.549"
"Qatar","2073","No change","4162.877"
"Qatar","2073","Momentum","2465.747"
"Qatar","2072","Medium","4101.987"
"Qatar","2072","High","4663.271"
"Qatar","2072","Low","3618.017"
"Qatar","2072","Constant fertility","4414.17"
"Qatar","2072","Instant replacement","4644.208"
"Qatar","2072","Zero migration","2511.251"
"Qatar","2072","Constant mortality","3847.176"
"Qatar","2072","No change","4156.934"
"Qatar","2072","Momentum","2499.561"
"Qatar","2071","Medium","4096.95"
"Qatar","2071","High","4640.143"
"Qatar","2071","Low","3626.324"
"Qatar","2071","Constant fertility","4399.521"
"Qatar","2071","Instant replacement","4622.467"
"Qatar","2071","Zero migration","2551.28"
"Qatar","2071","Constant mortality","3850.467"
"Qatar","2071","No change","4150.745"
"Qatar","2071","Momentum","2534.685"
"Qatar","2070","Medium","4091.505"
"Qatar","2070","High","4616.857"
"Qatar","2070","Low","3634.09"
"Qatar","2070","Constant fertility","4384.537"
"Qatar","2070","Instant replacement","4600.507"
"Qatar","2070","Zero migration","2590.743"
"Qatar","2070","Constant mortality","3853.362"
"Qatar","2070","No change","4144.244"
"Qatar","2070","Momentum","2571.005"
"Qatar","2069","Medium","4085.611"
"Qatar","2069","High","4593.381"
"Qatar","2069","Low","3641.325"
"Qatar","2069","Constant fertility","4369.218"
"Qatar","2069","Instant replacement","4578.306"
"Qatar","2069","Zero migration","2629.553"
"Qatar","2069","Constant mortality","3855.814"
"Qatar","2069","No change","4137.381"
"Qatar","2069","Momentum","2608.399"
"Qatar","2068","Medium","4079.255"
"Qatar","2068","High","4569.691"
"Qatar","2068","Low","3647.99"
"Qatar","2068","Constant fertility","4353.52"
"Qatar","2068","Instant replacement","4555.837"
"Qatar","2068","Zero migration","2667.612"
"Qatar","2068","Constant mortality","3857.778"
"Qatar","2068","No change","4130.115"
"Qatar","2068","Momentum","2646.656"
"Qatar","2067","Medium","4072.405"
"Qatar","2067","High","4545.743"
"Qatar","2067","Low","3654.041"
"Qatar","2067","Constant fertility","4337.42"
"Qatar","2067","Instant replacement","4533.056"
"Qatar","2067","Zero migration","2704.819"
"Qatar","2067","Constant mortality","3859.196"
"Qatar","2067","No change","4122.406"
"Qatar","2067","Momentum","2685.51"
"Qatar","2066","Medium","4065.008"
"Qatar","2066","High","4521.494"
"Qatar","2066","Low","3659.432"
"Qatar","2066","Constant fertility","4320.876"
"Qatar","2066","Instant replacement","4509.914"
"Qatar","2066","Zero migration","2741.074"
"Qatar","2066","Constant mortality","3860.012"
"Qatar","2066","No change","4114.187"
"Qatar","2066","Momentum","2724.646"
"Qatar","2065","Medium","4057.016"
"Qatar","2065","High","4496.91"
"Qatar","2065","Low","3664.117"
"Qatar","2065","Constant fertility","4303.854"
"Qatar","2065","Instant replacement","4486.375"
"Qatar","2065","Zero migration","2776.277"
"Qatar","2065","Constant mortality","3860.177"
"Qatar","2065","No change","4105.428"
"Qatar","2065","Momentum","2763.759"
"Qatar","2064","Medium","4048.415"
"Qatar","2064","High","4471.971"
"Qatar","2064","Low","3668.076"
"Qatar","2064","Constant fertility","4286.333"
"Qatar","2064","Instant replacement","4462.41"
"Qatar","2064","Zero migration","2810.359"
"Qatar","2064","Constant mortality","3859.644"
"Qatar","2064","No change","4096.073"
"Qatar","2064","Momentum","2802.657"
"Qatar","2063","Medium","4039.178"
"Qatar","2063","High","4446.658"
"Qatar","2063","Low","3671.273"
"Qatar","2063","Constant fertility","4268.284"
"Qatar","2063","Instant replacement","4438.007"
"Qatar","2063","Zero migration","2843.196"
"Qatar","2063","Constant mortality","3858.389"
"Qatar","2063","No change","4086.113"
"Qatar","2063","Momentum","2841.119"
"Qatar","2062","Medium","4029.275"
"Qatar","2062","High","4420.935"
"Qatar","2062","Low","3673.671"
"Qatar","2062","Constant fertility","4249.699"
"Qatar","2062","Instant replacement","4413.127"
"Qatar","2062","Zero migration","2874.655"
"Qatar","2062","Constant mortality","3856.358"
"Qatar","2062","No change","4075.485"
"Qatar","2062","Momentum","2878.702"
"Qatar","2061","Medium","4018.651"
"Qatar","2061","High","4394.783"
"Qatar","2061","Low","3675.211"
"Qatar","2061","Constant fertility","4230.52"
"Qatar","2061","Instant replacement","4387.738"
"Qatar","2061","Zero migration","2904.533"
"Qatar","2061","Constant mortality","3853.5"
"Qatar","2061","No change","4064.162"
"Qatar","2061","Momentum","2914.938"
"Qatar","2060","Medium","4007.282"
"Qatar","2060","High","4368.189"
"Qatar","2060","Low","3675.863"
"Qatar","2060","Constant fertility","4210.722"
"Qatar","2060","Instant replacement","4361.821"
"Qatar","2060","Zero migration","2932.692"
"Qatar","2060","Constant mortality","3849.785"
"Qatar","2060","No change","4052.095"
"Qatar","2060","Momentum","2949.422"
"Qatar","2059","Medium","3995.152"
"Qatar","2059","High","4341.14"
"Qatar","2059","Low","3675.592"
"Qatar","2059","Constant fertility","4190.297"
"Qatar","2059","Instant replacement","4335.368"
"Qatar","2059","Zero migration","2959.063"
"Qatar","2059","Constant mortality","3845.182"
"Qatar","2059","No change","4039.273"
"Qatar","2059","Momentum","2981.953"
"Qatar","2058","Medium","3982.253"
"Qatar","2058","High","4313.623"
"Qatar","2058","Low","3674.397"
"Qatar","2058","Constant fertility","4169.232"
"Qatar","2058","Instant replacement","4308.37"
"Qatar","2058","Zero migration","2983.6"
"Qatar","2058","Constant mortality","3839.677"
"Qatar","2058","No change","4025.691"
"Qatar","2058","Momentum","3012.408"
"Qatar","2057","Medium","3968.565"
"Qatar","2057","High","4285.672"
"Qatar","2057","Low","3672.253"
"Qatar","2057","Constant fertility","4147.537"
"Qatar","2057","Instant replacement","4280.852"
"Qatar","2057","Zero migration","3006.243"
"Qatar","2057","Constant mortality","3833.263"
"Qatar","2057","No change","4011.336"
"Qatar","2057","Momentum","3040.618"
"Qatar","2056","Medium","3954.096"
"Qatar","2056","High","4257.27"
"Qatar","2056","Low","3669.138"
"Qatar","2056","Constant fertility","4125.198"
"Qatar","2056","Instant replacement","4252.817"
"Qatar","2056","Zero migration","3026.942"
"Qatar","2056","Constant mortality","3825.944"
"Qatar","2056","No change","3996.212"
"Qatar","2056","Momentum","3066.465"
"Qatar","2055","Medium","3938.84"
"Qatar","2055","High","4228.461"
"Qatar","2055","Low","3665.064"
"Qatar","2055","Constant fertility","4102.23"
"Qatar","2055","Instant replacement","4224.293"
"Qatar","2055","Zero migration","3045.662"
"Qatar","2055","Constant mortality","3817.724"
"Qatar","2055","No change","3980.341"
"Qatar","2055","Momentum","3089.852"
"Qatar","2054","Medium","3922.794"
"Qatar","2054","High","4199.237"
"Qatar","2054","Low","3659.998"
"Qatar","2054","Constant fertility","4078.622"
"Qatar","2054","Instant replacement","4195.292"
"Qatar","2054","Zero migration","3062.388"
"Qatar","2054","Constant mortality","3808.596"
"Qatar","2054","No change","3963.711"
"Qatar","2054","Momentum","3110.688"
"Qatar","2053","Medium","3905.971"
"Qatar","2053","High","4169.603"
"Qatar","2053","Low","3653.965"
